hCoV-19/Cambodia/0012/2020|EPI_ISL_411902|2020-01-27	Cambodia
hCoV-19/Singapore/2/2020|EPI_ISL_407987|2020-01-25	Singapore
hCoV-19/Singapore/6/2020|EPI_ISL_410537|2020-02-09	Singapore
hCoV-19/USA/CA2/2020|EPI_ISL_406036|2020-01-22	USA
hCoV-19/Wuhan/IPBCAMS-WH-05/2020|EPI_ISL_403928|2020-01-01	Wuhan
hCoV-19/France/IDF0372-isl/2020|EPI_ISL_410720|2020-01-23	France
hCoV-19/France/IDF0386-islP3/2020|EPI_ISL_411220|2020-01-28	France
hCoV-19/France/IDF0386-islP1/2020|EPI_ISL_411219|2020-01-28	France
hCoV-19/Italy/INMI1-isl/2020|EPI_ISL_410545|2020-01-29	Italy
hCoV-19/Brazil/SPBR-10/2020|EPI_ISL_416032|2020-03-04	Brazil
hCoV-19/France/IDF0515-isl/2020|EPI_ISL_410984|2020-01-29	France
hCoV-19/France/IDF0571/2020|EPI_ISL_411218|2020-02-02	France
hCoV-19/England/20099079106/2020|EPI_ISL_415130|2020-03-01	England
hCoV-19/England/20100001406/2020|EPI_ISL_415132|2020-02-28	England
hCoV-19/England/20100122107/2020|EPI_ISL_415143|2020-03-02	England
hCoV-19/England/20100077906/2020|EPI_ISL_415139|2020-03-01	England
hCoV-19/England/20100122106/2020|EPI_ISL_415142|2020-03-02	England
hCoV-19/England/20102068506/2020|EPI_ISL_415149|2020-03-01	England
hCoV-19/USA/WA1/2020|EPI_ISL_404895|2020-01-19	USA
hCoV-19/USA/WA1-A12/2020|EPI_ISL_407214|2020-01-25	USA
hCoV-19/USA/WA1-F6/2020|EPI_ISL_407215|2020-01-25	USA
hCoV-19/USA/CA7/2020|EPI_ISL_411954|2020-02-06	USA
hCoV-19/Belgium/GHB-03021/2020|EPI_ISL_407976|2020-02-03	Belgium
hCoV-19/USA/AZ1/2020|EPI_ISL_406223|2020-01-22	USA
hCoV-19/USA/CA5/2020|EPI_ISL_408010|2020-01-29	USA
hCoV-19/USA/CA8/2020|EPI_ISL_411955|2020-02-10	USA
hCoV-19/USA/CruiseA-3/2020|EPI_ISL_413608|2020-02-18	USA
hCoV-19/USA/CruiseA-5/2020|EPI_ISL_413610|2020-02-21	USA
hCoV-19/USA/CruiseA-9/2020|EPI_ISL_413614|2020-02-17	USA
hCoV-19/USA/CruiseA-13/2020|EPI_ISL_413618|2020-02-20	USA
hCoV-19/USA/CruiseA-15/2020|EPI_ISL_413620|2020-02-18	USA
hCoV-19/USA/CruiseA-16/2020|EPI_ISL_413621|2020-02-18	USA
hCoV-19/USA/CruiseA-19/2020|EPI_ISL_414479|2020-02-18	USA
hCoV-19/USA/CruiseA-22/2020|EPI_ISL_414481|2020-02-21	USA
hCoV-19/USA/CA9/2020|EPI_ISL_412862|2020-02-23	USA
hCoV-19/USA/CruiseA-8/2020|EPI_ISL_413613|2020-02-17	USA
hCoV-19/USA/CruiseA-11/2020|EPI_ISL_413616|2020-02-17	USA
hCoV-19/USA/CruiseA-12/2020|EPI_ISL_413617|2020-02-20	USA
hCoV-19/USA/CruiseA-4/2020|EPI_ISL_413609|2020-02-21	USA
hCoV-19/USA/CruiseA-10/2020|EPI_ISL_413615|2020-02-17	USA
hCoV-19/USA/CruiseA-17/2020|EPI_ISL_413622|2020-02-24	USA
hCoV-19/USA/CruiseA-25/2020|EPI_ISL_414484|2020-02-17	USA
hCoV-19/USA/CruiseA-6/2020|EPI_ISL_413611|2020-02-21	USA
hCoV-19/USA/CruiseA-7/2020|EPI_ISL_413612|2020-02-17	USA
hCoV-19/USA/CruiseA-26/2020|EPI_ISL_414485|2020-02-24	USA
hCoV-19/USA/CA4/2020|EPI_ISL_408009|2020-01-29	USA
hCoV-19/USA/CA3/2020|EPI_ISL_408008|2020-01-29	USA
hCoV-19/USA/CruiseA-14/2020|EPI_ISL_413619|2020-02-25	USA
hCoV-19/USA/CruiseA-1/2020|EPI_ISL_413606|2020-02-17	USA
hCoV-19/USA/CruiseA-2/2020|EPI_ISL_413607|2020-02-18	USA
hCoV-19/USA/IL1/2020|EPI_ISL_404253|2020-01-21	USA
hCoV-19/USA/IL2/2020|EPI_ISL_410045|2020-01-28	USA
hCoV-19/USA/CA1/2020|EPI_ISL_406034|2020-01-23	USA
hCoV-19/USA/MA1/2020|EPI_ISL_409067|2020-01-29	USA
hCoV-19/USA/CruiseA-24/2020|EPI_ISL_414483|2020-02-17	USA
hCoV-19/USA/WI1/2020|EPI_ISL_408670|2020-01-31	USA
hCoV-19/Italy/SPL1/2020|EPI_ISL_412974|2020-01-29	Italy
hCoV-19/England/200960515/2020|EPI_ISL_414009|2020-02-25	England
hCoV-19/England/200990006/2020|EPI_ISL_414011|2020-02-26	England
hCoV-19/Brazil/SPBR-02/2020|EPI_ISL_413016|2020-02-28	Brazil
hCoV-19/Scotland/CVR10/2020|EPI_ISL_415631|2020-03-10	Scotland
hCoV-19/England/200940527/2020|EPI_ISL_414005|2020-02-25	England
hCoV-19/England/200990724/2020|EPI_ISL_414006|2020-02-28	England
hCoV-19/England/200990725/2020|EPI_ISL_414007|2020-02-28	England
hCoV-19/England/09c/2020|EPI_ISL_412116|2020-02-09	England
hCoV-19/Scotland/CVR07/2020|EPI_ISL_415630|2020-03-09	Scotland
hCoV-19/Guangdong/GD2020087-P0008/2020|EPI_ISL_413863|2020-02-01	Guangdong
hCoV-19/Guangdong/GD2020241-P0013/2020|EPI_ISL_413877|2020-02-09	Guangdong
hCoV-19/Wuhan-Hu-1/2019|EPI_ISL_402125|2019-12-31	Wuhan-Hu-1
hCoV-19/Canada/BC_40860/2020|EPI_ISL_415583|2020-03-03	Canada
hCoV-19/Guangdong/GD2020016-P0011/2020|EPI_ISL_413885|2020-02-01	Guangdong
hCoV-19/Guangdong/GD2020080-P0010/2020|EPI_ISL_413861|2020-02-01	Guangdong
hCoV-19/Japan/TKYE6182/2020|EPI_ISL_414511|2020-01	Japan
hCoV-19/Guangdong/GD2020012-P0022/2020|EPI_ISL_413886|2020-02-01	Guangdong
hCoV-19/Guangdong/GD2020246-P0028/2020|EPI_ISL_413864|2020-02-09	Guangdong
hCoV-19/USA/CA-CDPH-UC3/2020|EPI_ISL_413559|2020-02-27	USA
hCoV-19/USA/UPHL-01/2020|EPI_ISL_415539|2020-03-13	USA
hCoV-19/USA/CA-CDPH-UC2/2020|EPI_ISL_413558|2020-02-27	USA
hCoV-19/Beijing/235/2020|EPI_ISL_413521|2020-01-28	Beijing
hCoV-19/Beijing/231/2020|EPI_ISL_413519|2020-01-28	Beijing
hCoV-19/Beijing/105/2020|EPI_ISL_413518|2020-01-26	Beijing
hCoV-19/Beijing/233/2020|EPI_ISL_413520|2020-01-28	Beijing
hCoV-19/Canada/BC_41851/2020|EPI_ISL_415584|2020-03-02	Canada
hCoV-19/Guangdong/FS-S34-P0015/2020|EPI_ISL_413890|2020-02-28	Guangdong
hCoV-19/SouthKorea/KUMC01/2020|EPI_ISL_413017|2020-02-06	SouthKorea
hCoV-19/Guangdong/GD2020085-P0043/2020|EPI_ISL_413887|2020-02-01	Guangdong
hCoV-19/England/200960041/2020|EPI_ISL_414008|2020-02-27	England
hCoV-19/Canada/BC_37_0-2/2020|EPI_ISL_412965|2020-02-16	Canada
hCoV-19/Canada/BC_02421/2020|EPI_ISL_415581|2020-03-01	Canada
hCoV-19/China/WH-09/2020|EPI_ISL_411957|2020-01-08	China
hCoV-19/Hangzhou/ZJU-05/2020|EPI_ISL_415711|2020-01-22	Hangzhou
hCoV-19/Shandong/LY006/2020|EPI_ISL_414939|2020-01-25	Shandong
hCoV-19/Wuhan/HBCDC-HB-04/2020|EPI_ISL_412980|2020-01-18	Wuhan
hCoV-19/Wuhan/HBCDC-HB-02/2020|EPI_ISL_412978|2020-01-17	Wuhan
hCoV-19/China/WF0029/2020|EPI_ISL_413809|2020-02	China
hCoV-19/Shenzhen/SZTH-003/2020|EPI_ISL_406594|2020-01-16	Shenzhen
hCoV-19/Wuhan/WIV07/2019|EPI_ISL_402130|2019-12-30	Wuhan
hCoV-19/China/WF0003/2020|EPI_ISL_413693|2020-01	China
hCoV-19/Shenzhen/HKU-SZ-002/2020|EPI_ISL_406030|2020-01-10	Shenzhen
hCoV-19/Guangzhou/GZMU0048/2020|EPI_ISL_414691|2020-02-25	Guangzhou
hCoV-19/Australia/QLD03/2020|EPI_ISL_410717|2020-02-05	Australia
hCoV-19/Australia/QLD04/2020|EPI_ISL_410718|2020-02-05	Australia
hCoV-19/Australia/QLD01/2020|EPI_ISL_407894|2020-01-28	Australia
hCoV-19/Australia/QLD02/2020|EPI_ISL_407896|2020-01-30	Australia
hCoV-19/SouthKorea/KUMC03/2020|EPI_ISL_413513|2020-02-27	SouthKorea
hCoV-19/SouthKorea/KUMC04/2020|EPI_ISL_413514|2020-02-27	SouthKorea
hCoV-19/SouthKorea/KUMC05/2020|EPI_ISL_413515|2020-02-27	SouthKorea
hCoV-19/SouthKorea/KUMC06/2020|EPI_ISL_413516|2020-02-27	SouthKorea
hCoV-19/Guangzhou/GZMU0030/2020|EPI_ISL_414686|2020-02-27	Guangzhou
hCoV-19/SouthKorea/KUMC02/2020|EPI_ISL_413018|2020-02-06	SouthKorea
hCoV-19/Wuhan/WH04/2020|EPI_ISL_406801|2020-01-05	Wuhan
hCoV-19/SouthKorea/KCDC12/2020|EPI_ISL_412872|2020-02-01	SouthKorea
hCoV-19/SouthKorea/KCDC07/2020|EPI_ISL_412871|2020-01-31	SouthKorea
hCoV-19/SouthKorea/KCDC06/2020|EPI_ISL_412870|2020-01-30	SouthKorea
hCoV-19/Nepal/61/2020|EPI_ISL_410301|2020-01-13	Nepal
hCoV-19/Wuhan/HBCDC-HB-06/2020|EPI_ISL_412982|2020-02-07	Wuhan
hCoV-19/France/IDF0373/2020|EPI_ISL_406597|2020-01-23	France
hCoV-19/France/IDF0372/2020|EPI_ISL_406596|2020-01-23	France
hCoV-19/France/IDF0515/2020|EPI_ISL_408430|2020-01-29	France
hCoV-19/Wuhan/WIV05/2019|EPI_ISL_402128|2019-12-30	Wuhan
hCoV-19/Guangzhou/GZMU0014/2020|EPI_ISL_414692|2020-02-25	Guangzhou
hCoV-19/Guangzhou/GZMU0031/2020|EPI_ISL_414687|2020-02-25	Guangzhou
hCoV-19/Taiwan/NTU01/2020|EPI_ISL_408489|2020-01-31	Taiwan
hCoV-19/Zhejiang/WZ-01/2020|EPI_ISL_404227|2020-01-16	Zhejiang
hCoV-19/Wuhan/WIV02/2019|EPI_ISL_402127|2019-12-30	Wuhan
hCoV-19/Singapore/4/2020|EPI_ISL_410535|2020-02-03	Singapore
hCoV-19/Australia/NSW08/2020|EPI_ISL_413594|2020-02-28	Australia
hCoV-19/Australia/NSW10/2020|EPI_ISL_413596|2020-02-28	Australia
hCoV-19/Australia/NSW11/2020|EPI_ISL_413597|2020-03-02	Australia
hCoV-19/Australia/NSW12/2020|EPI_ISL_413598|2020-03-04	Australia
hCoV-19/Australia/NSW09/2020|EPI_ISL_413595|2020-02-28	Australia
hCoV-19/Australia/NSW14/2020|EPI_ISL_413600|2020-03-03	Australia
hCoV-19/Australia/NSW13/2020|EPI_ISL_413599|2020-03-04	Australia
hCoV-19/Zhejiang/WZ-02/2020|EPI_ISL_404228|2020-01-17	Zhejiang
hCoV-19/Brazil-RJ/314/2020|EPI_ISL_414045|2020-03-04	Brazil-RJ
hCoV-19/Brazil/BA-312/2020|EPI_ISL_415105|2020-03-04	Brazil
hCoV-19/Wuhan/WH03/2020|EPI_ISL_406800|2020-01-01	Wuhan
hCoV-19/China/IQTC01/2020|EPI_ISL_412966|2020-02-05	China
hCoV-19/India/1-31/2020|EPI_ISL_413523|2020-01-31	India
hCoV-19/Jiangxi/IVDC-JX-002/2020|EPI_ISL_408486|2020-01-11	Jiangxi
hCoV-19/Guangdong/GD2020115-P0009/2020|EPI_ISL_413884|2020-02-01	Guangdong
hCoV-19/Guangdong/GD2020134-P0031/2020|EPI_ISL_413883|2020-02-02	Guangdong
hCoV-19/Guangdong/GD2020258-P0018/2020|EPI_ISL_413878|2020-02-09	Guangdong
hCoV-19/Scotland/CVR06/2020|EPI_ISL_415628|2020-03-07	Scotland
hCoV-19/Scotland/EDB012/2020|EPI_ISL_415638|2020-03-07	Scotland
hCoV-19/Scotland/CVR02/2020|EPI_ISL_414024|2020-03-02	Scotland
hCoV-19/Scotland/CVR04/2020|EPI_ISL_414026|2020-03-04	Scotland
hCoV-19/Guangdong/FS-S50-P0053/2020|EPI_ISL_413893|2020-02-28	Guangdong
hCoV-19/Guangdong/GDFS2020052-P0025/2020|EPI_ISL_413875|2020-02-10	Guangdong
hCoV-19/Guangdong/ZQ-S2-P0061/2020|EPI_ISL_413901|2020-02-28	Guangdong
hCoV-19/Taiwan/CGMH-CGU-01/2020|EPI_ISL_411915|2020-01-25	Taiwan
hCoV-19/Italy/INMI1-cs/2020|EPI_ISL_410546|2020-01-31	Italy
hCoV-19/Georgia/Tb-54/2020|EPI_ISL_415641|2020-02-27	Georgia
hCoV-19/Georgia/Tb-468/2020|EPI_ISL_415643|2020-03-10	Georgia
hCoV-19/Guangdong/2020XN4239-P0034/2020|EPI_ISL_413888|2020-01-30	Guangdong
hCoV-19/Hangzhou/ZJU-01/2020|EPI_ISL_415709|2020-01-25	Hangzhou
hCoV-19/Singapore/8/2020|EPI_ISL_410714|2020-02-03	Singapore
hCoV-19/HongKong/VB20024950/2020|EPI_ISL_412029|2020-01-30	HongKong
hCoV-19/HongKong/case90_VM20002907/2020|EPI_ISL_414517|2020-02-25	HongKong
hCoV-19/HongKong/case85_VM20002868/2020|EPI_ISL_414519|2020-02-24	HongKong
hCoV-19/HongKong/case52_VM20002582/2020|EPI_ISL_414569|2020-02-12	HongKong
hCoV-19/HongKong/case48_VM20002507/2020|EPI_ISL_414528|2020-02-10	HongKong
hCoV-19/HongKong/case42_VM20002493/2020|EPI_ISL_414527|2020-02-09	HongKong
hCoV-19/HongKong/case78_VM20002849/2020|EPI_ISL_414571|2020-02-22	HongKong
hCoV-19/HongKong/VB20026565/2020|EPI_ISL_412030|2020-02-01	HongKong
hCoV-19/Japan/Hu_DP_Kng_19-020/2020|EPI_ISL_412968|2020-02-10	Japan
hCoV-19/Japan/Hu_DP_Kng_19-027/2020|EPI_ISL_412969|2020-02-10	Japan
hCoV-19/Japan/TK/20-31-3/2020|EPI_ISL_413459|2020-02-20	Japan
hCoV-19/China/WF0002/2020|EPI_ISL_413692|2020-01	China
hCoV-19/China/WF0004/2020|EPI_ISL_413694|2020-01	China
hCoV-19/China/WF0019/2020|EPI_ISL_413749|2020-02	China
hCoV-19/Hangzhou/HZCDC0001/2020|EPI_ISL_407313|2020-01-19	Hangzhou
hCoV-19/Germany/NRW-09/2020|EPI_ISL_414509|2020-02-28	Germany
hCoV-19/Germany/NRW-05/2020|EPI_ISL_414504|2020-02-26	Germany
hCoV-19/Germany/NRW-06/2020|EPI_ISL_414505|2020-02-27	Germany
hCoV-19/Germany/NRW-02-1/2020|EPI_ISL_414497|2020-02-25	Germany
hCoV-19/Germany/NRW-03/2020|EPI_ISL_414498|2020-02-26	Germany
hCoV-19/Germany/NRW-04/2020|EPI_ISL_414499|2020-02-26	Germany
hCoV-19/Germany/NRW-07/2020|EPI_ISL_414506|2020-02-27	Germany
hCoV-19/Germany/NRW-08/2020|EPI_ISL_414508|2020-02-27	Germany
hCoV-19/Brazil/SPBR-11/2020|EPI_ISL_416033|2020-03-03	Brazil
hCoV-19/Germany/NRW-10/2020|EPI_ISL_414574|2020-02-28	Germany
hCoV-19/Guangdong/2020XN4448-P0002/2020|EPI_ISL_413857|2020-01-31	Guangdong
hCoV-19/Guangdong/GD2020139-P0007/2020|EPI_ISL_413882|2020-02-02	Guangdong
hCoV-19/Guangdong/DG-S2-P0054/2020|EPI_ISL_413894|2020-02-28	Guangdong
hCoV-19/Guangdong/FS-S29-P0051/2020|EPI_ISL_413891|2020-02-28	Guangdong
hCoV-19/Guangdong/FS-S42-P0046/2020|EPI_ISL_413869|2020-02-28	Guangdong
hCoV-19/Guangdong/JM-S1-P0062/2020|EPI_ISL_413902|2020-02-28	Guangdong
hCoV-19/Guangdong/DG-S6-P0055/2020|EPI_ISL_413895|2020-02-28	Guangdong
hCoV-19/Guangdong/GD2020227-P0029/2020|EPI_ISL_413880|2020-02-05	Guangdong
hCoV-19/NewZealand/01/2020|EPI_ISL_413490|2020-02-27	NewZealand
hCoV-19/Canada/BC_69243/2020|EPI_ISL_415577|2020-02-20	Canada
hCoV-19/England/200990002/2020|EPI_ISL_414522|2020-02-28	England
hCoV-19/Guangdong/MM-S1-P0048/2020|EPI_ISL_413871|2020-02-28	Guangdong
hCoV-19/Canada/BC_17397/2020|EPI_ISL_415580|2020-02-28	Canada
hCoV-19/Guangdong/GDSZ202004-P0004/2020|EPI_ISL_413879|2020-02-05	Guangdong
hCoV-19/Guangdong/2020XN4273-P0036/2020|EPI_ISL_413860|2020-01-30	Guangdong
hCoV-19/Guangdong/GDSZ202015-P0019/2020|EPI_ISL_413867|2020-02-05	Guangdong
hCoV-19/Guangdong/GD2020234-P0023/2020|EPI_ISL_413855|2020-02-07	Guangdong
hCoV-19/USA/TX1/2020|EPI_ISL_411956|2020-02-11	USA
hCoV-19/Germany/BavPat3/2020|EPI_ISL_414521|2020-03-02	Germany
hCoV-19/SouthKorea/KCDC03/2020|EPI_ISL_407193|2020-01-25	SouthKorea
hCoV-19/Shandong/LY008/2020|EPI_ISL_414941|2020-01-30	Shandong
hCoV-19/Shandong/LY003/2020|EPI_ISL_414936|2020-01-23	Shandong
hCoV-19/China/WF0028/2020|EPI_ISL_413791|2020-02	China
hCoV-19/Germany/BavPat1/2020|EPI_ISL_406862|2020-01-28	Germany
hCoV-19/Wales/PHW1/2020|EPI_ISL_413555|2020-02-27	Wales
hCoV-19/Ireland/Limerick-19933/2020|EPI_ISL_414585|2020-03-03	Ireland
hCoV-19/Ireland/Limerick-19935/2020|EPI_ISL_414587|2020-03-03	Ireland
hCoV-19/NorthernIreland/HSCNI01/2020|EPI_ISL_414949|2020-02-26	NorthernIreland
hCoV-19/Ireland/Limerick-19934/2020|EPI_ISL_414586|2020-03-03	Ireland
hCoV-19/Australia/NSW01/2020|EPI_ISL_407893|2020-01-24	Australia
hCoV-19/England/Sheff01/2020|EPI_ISL_414500|2020-03-04	England
hCoV-19/Ireland/COR-20134/2020|EPI_ISL_414487|2020-03-04	Ireland
hCoV-19/Australia/NSW03/2020|EPI_ISL_408977|2020-01-25	Australia
hCoV-19/Wales/PHW37/2020|EPI_ISL_415657|2020-03-12	Wales
hCoV-19/Wales/PHW27/2020|EPI_ISL_415655|2020-03-12	Wales
hCoV-19/England/Sheff02/2020|EPI_ISL_414501|2020-03-03	England
hCoV-19/Ireland/Dublin-19072/2020|EPI_ISL_414584|2020-03-02	Ireland
hCoV-19/Wales/PHW04/2020|EPI_ISL_415041|2020-03-07	Wales
hCoV-19/Wales/PHW03/2020|EPI_ISL_414486|2020-03-07	Wales
hCoV-19/Wales/PHW2/2020|EPI_ISL_413556|2020-03-04	Wales
hCoV-19/Hangzhou/HZ-1/2020|EPI_ISL_406970|2020-01-20	Hangzhou
hCoV-19/Japan/TY-WK-012/2020|EPI_ISL_408665|2020-01-29	Japan
hCoV-19/Japan/TY-WK-501/2020|EPI_ISL_408666|2020-01-31	Japan
hCoV-19/Japan/TY-WK-521/2020|EPI_ISL_408667|2020-01-31	Japan
hCoV-19/Japan/OS-20-07-1/2020|EPI_ISL_410532|2020-01-23	Japan
hCoV-19/Japan/NA-20-05-1/2020|EPI_ISL_410531|2020-01-25	Japan
hCoV-19/Japan/KY-V-029/2020|EPI_ISL_408669|2020-01-29	Japan
hCoV-19/Australia/NSW05/2020|EPI_ISL_412975|2020-02-28	Australia
hCoV-19/Australia/NSW07/2020|EPI_ISL_413214|2020-02-29	Australia
hCoV-19/Australia/NSW06/2020|EPI_ISL_413213|2020-02-29	Australia
hCoV-19/USA/MN2-MDH2/2020|EPI_ISL_414589|2020-03-07	USA
hCoV-19/Wales/PHW10/2020|EPI_ISL_415453|2020-03-10	Wales
hCoV-19/Wales/PHW12/2020|EPI_ISL_415536|2020-03-10	Wales
hCoV-19/Wales/PHW21/2020|EPI_ISL_416026|2020-03-11	Wales
hCoV-19/Wales/PHW05/2020|EPI_ISL_414488|2020-03-08	Wales
hCoV-19/Wales/PHW13/2020|EPI_ISL_415537|2020-03-08	Wales
hCoV-19/Netherlands/Haarlem_1363688/2020|EPI_ISL_413572|2020-03-01	Netherlands
hCov-19/Netherlands/NA/30/2020|EPI_ISL_415487|2020-03-13	Netherlands
hCov-19/Netherlands/NA/24/2020|EPI_ISL_415481|2020-03-08	Netherlands
hCoV-19/Netherlands/NoordHolland/3/2020|EPI_ISL_415525|2020-03-12	Netherlands
hCov-19/Netherlands/NA/20/2020|EPI_ISL_415477|2020-03-12	Netherlands
hCoV-19/Netherlands/Blaricum_1364780/2020|EPI_ISL_413566|2020-03-02	Netherlands
hCoV-19/Netherlands/Zeewolde_1365080/2020|EPI_ISL_413591|2020-03-02	Netherlands
hCoV-19/Netherlands/NoordBrabant_16/2020|EPI_ISL_414456|2020-03-04	Netherlands
hCoV-19/Netherlands/Utrecht_11/2020|EPI_ISL_414443|2020-03-03	Netherlands
hCoV-19/Netherlands/Utrecht_8/2020|EPI_ISL_414441|2020-03-03	Netherlands
hCoV-19/Luxembourg/Lux1/2020|EPI_ISL_413593|2020-02-29	Luxembourg
hCov-19/Netherlands/NoordBrabant/59/2020|EPI_ISL_415515|2020-03-11	Netherlands
hCov-19/Netherlands/NA/13/2020|EPI_ISL_415469|2020-03-10	Netherlands
hCov-19/Netherlands/NA/10/2020|EPI_ISL_415466|2020-03-09	Netherlands
hCov-19/Netherlands/NA/1/2020|EPI_ISL_415465|2020-03-10	Netherlands
hCov-19/Netherlands/Flevoland/1/2020|EPI_ISL_415460|2020-03-09	Netherlands
hCov-19/Netherlands/NA/16/2020|EPI_ISL_415472|2020-03-11	Netherlands
hCoV-19/Netherlands/NoordBrabant_1/2020|EPI_ISL_414428|2020-03-02	Netherlands
